in:dy_4,in:dx_0,in:dy_0,out:Deflection,out:Mass,out:SE,out:Mass_CSOptim,out:Deflection_CSOptim,out:SE_CSOptim,out:HasFailed_CSOptim,img
1.2,-0.6,-0.5,0.010788,1172.303538,0.005394,113.60362,0.090637,0.045318,False,dy_41.2_dx_0-0.6_dy_0-0.5.png
1.6,-0.6,-0.5,0.009348,1251.009875,0.004674,124.806465,0.068829,0.034415,False,dy_41.6_dx_0-0.6_dy_0-0.5.png
2,-0.6,-0.5,0.008684,1336.248486,0.004342,137.377824,0.059781,0.02989,False,dy_42_dx_0-0.6_dy_0-0.5.png
-2,-0.4,-0.5,0.012386,996.567393,0.006193,46.649746,0.43372,0.21686,False,dy_4-2_dx_0-0.4_dy_0-0.5.png
-1.6,-0.4,-0.5,0.017567,948.95655,0.008783,29.148879,0.43249,0.216245,False,dy_4-1.6_dx_0-0.4_dy_0-0.5.png
-1.2,-0.4,-0.5,0.021228,921.678373,0.010614,33.193752,0.407311,0.203655,False,dy_4-1.2_dx_0-0.4_dy_0-0.5.png
-0.8,-0.4,-0.5,0.022622,915.581259,0.011311,52.806932,0.561545,0.280772,False,dy_4-0.8_dx_0-0.4_dy_0-0.5.png
-0.4,-0.4,-0.5,0.023833,929.277013,0.011917,67.174144,0.488245,0.244123,False,dy_4-0.4_dx_0-0.4_dy_0-0.5.png
0,-0.4,-0.5,0.022427,960.785512,0.011214,74.835198,0.398509,0.199255,False,dy_40_dx_0-0.4_dy_0-0.5.png
0.4,-0.4,-0.5,0.017637,1008.07643,0.008818,132.327199,0.289089,0.144544,True,dy_40.4_dx_0-0.4_dy_0-0.5.png
0.8,-0.4,-0.5,0.013252,1068.838517,0.006626,113.751303,0.134817,0.067408,False,dy_40.8_dx_0-0.4_dy_0-0.5.png
1.2,-0.4,-0.5,0.010643,1140.497796,0.005322,112.428015,0.09102,0.04551,False,dy_41.2_dx_0-0.4_dy_0-0.5.png
1.6,-0.4,-0.5,0.0093,1220.564586,0.00465,123.734637,0.069134,0.034567,False,dy_41.6_dx_0-0.4_dy_0-0.5.png
2,-0.4,-0.5,0.008678,1306.934479,0.004339,136.392292,0.060059,0.030029,False,dy_42_dx_0-0.4_dy_0-0.5.png
-2,-0.2,-0.5,0.01122,955.49029,0.00561,37.686396,0.412338,0.206169,False,dy_4-2_dx_0-0.2_dy_0-0.5.png
-1.6,-0.2,-0.5,0.017329,906.139256,0.008664,27.441024,0.431358,0.215679,False,dy_4-1.6_dx_0-0.2_dy_0-0.5.png
-1.2,-0.2,-0.5,0.02011,879.480589,0.010055,31.525491,0.401933,0.200967,False,dy_4-1.2_dx_0-0.2_dy_0-0.5.png
-0.8,-0.2,-0.5,0.019894,875.94569,0.009947,53.393252,0.422741,0.21137,False,dy_4-0.8_dx_0-0.2_dy_0-0.5.png
-0.4,-0.2,-0.5,0.020854,892.827468,0.010427,55.000086,0.464452,0.232226,False,dy_4-0.4_dx_0-0.2_dy_0-0.5.png
0,-0.2,-0.5,0.020436,927.282764,0.010218,62.010902,0.403701,0.20185,False,dy_40_dx_0-0.2_dy_0-0.5.png
0.4,-0.2,-0.5,0.016857,977.024382,0.008429,129.784379,0.291268,0.145634,True,dy_40.4_dx_0-0.2_dy_0-0.5.png
0.8,-0.2,-0.5,0.013031,1039.758536,0.006516,112.588833,0.135537,0.067768,False,dy_40.8_dx_0-0.2_dy_0-0.5.png
1.2,-0.2,-0.5,0.010605,1112.999434,0.005302,111.386193,0.091515,0.045757,False,dy_41.2_dx_0-0.2_dy_0-0.5.png
1.6,-0.2,-0.5,0.009324,1194.345165,0.004662,122.790374,0.069492,0.034746,False,dy_41.6_dx_0-0.2_dy_0-0.5.png
2,-0.2,-0.5,0.00873,1281.761966,0.004365,135.527888,0.060369,0.030184,False,dy_42_dx_0-0.2_dy_0-0.5.png
-2,0,-0.5,0.009838,917.535327,0.004919,35.82498,0.356514,0.178257,False,dy_4-2_dx_00_dy_0-0.5.png
-1.6,0,-0.5,0.016893,865.845213,0.008446,28.295698,0.429035,0.214518,False,dy_4-1.6_dx_00_dy_0-0.5.png
-1.2,0,-0.5,0.01851,840.039047,0.009255,30.040231,0.482612,0.241306,False,dy_4-1.2_dx_00_dy_0-0.5.png
-0.8,0,-0.5,0.017326,839.809308,0.008663,40.922959,0.445484,0.222742,False,dy_4-0.8_dx_00_dy_0-0.5.png
-0.4,0,-0.5,0.01861,860.404282,0.009305,48.261329,0.377905,0.188953,False,dy_4-0.4_dx_00_dy_0-0.5.png
0,0,-0.5,0.019133,898.001785,0.009567,61.721991,0.330392,0.165196,False,dy_40_dx_00_dy_0-0.5.png
0.4,0,-0.5,0.016462,950.194816,0.008231,127.540889,0.2963,0.14815,True,dy_40.4_dx_00_dy_0-0.5.png
0.8,0,-0.5,0.013005,1014.817585,0.006503,111.574655,0.136509,0.068255,False,dy_40.8_dx_00_dy_0-0.5.png
1.2,0,-0.5,0.010678,1089.52885,0.005339,103.171949,0.0923,0.04615,False,dy_41.2_dx_00_dy_0-0.5.png
1.6,0,-0.5,0.009424,1172.039208,0.004712,113.704824,0.070015,0.035007,False,dy_41.6_dx_00_dy_0-0.5.png
2,0,-0.5,0.008838,1260.395329,0.004419,134.786363,0.060692,0.030346,False,dy_42_dx_00_dy_0-0.5.png
-2,0.2,-0.5,0.008564,882.668544,0.004282,29.919159,0.339453,0.169727,False,dy_4-2_dx_00.2_dy_0-0.5.png
-1.6,0.2,-0.5,0.016033,827.698595,0.008016,30.524184,0.409413,0.204706,False,dy_4-1.6_dx_00.2_dy_0-0.5.png
-1.2,0.2,-0.5,0.016354,803.133827,0.008177,29.597738,0.433205,0.216603,False,dy_4-1.2_dx_00.2_dy_0-0.5.png
-0.8,0.2,-0.5,0.01518,807.252921,0.00759,34.184228,0.418842,0.209421,False,dy_4-0.8_dx_00.2_dy_0-0.5.png
-0.4,0.2,-0.5,0.017143,832.086866,0.008572,40.346709,0.370313,0.185156,False,dy_4-0.4_dx_00.2_dy_0-0.5.png
0,0.2,-0.5,0.018514,872.904152,0.009257,52.045048,0.343204,0.171602,False,dy_40_dx_00.2_dy_0-0.5.png
0.4,0.2,-0.5,0.016467,927.440546,0.008234,118.189152,0.305837,0.152918,True,dy_40.4_dx_00.2_dy_0-0.5.png
0.8,0.2,-0.5,0.013185,993.791214,0.006592,104.534071,0.137996,0.068998,False,dy_40.8_dx_00.2_dy_0-0.5.png
1.2,0.2,-0.5,0.010866,1069.809968,0.005433,102.576066,0.092886,0.046443,False,dy_41.2_dx_00.2_dy_0-0.5.png
1.6,0.2,-0.5,0.009597,1153.336263,0.004798,113.167459,0.070386,0.035193,False,dy_41.6_dx_00.2_dy_0-0.5.png
2,0.2,-0.5,0.009001,1242.500864,0.004501,139.284982,0.053344,0.026672,False,dy_42_dx_00.2_dy_0-0.5.png
-2,0.4,-0.5,0.007849,851.199373,0.003925,20.850392,0.347166,0.173583,False,dy_4-2_dx_00.4_dy_0-0.5.png
-1.6,0.4,-0.5,0.014278,791.39294,0.007139,29.716081,0.372494,0.186247,False,dy_4-1.6_dx_00.4_dy_0-0.5.png
-1.2,0.4,-0.5,0.013839,768.781661,0.00692,29.03305,0.417311,0.208655,False,dy_4-1.2_dx_00.4_dy_0-0.5.png
-0.8,0.4,-0.5,0.013701,778.681181,0.00685,31.683487,0.403337,0.201669,False,dy_4-0.8_dx_00.4_dy_0-0.5.png
-0.4,0.4,-0.5,0.016474,808.125003,0.008237,38.186561,0.369067,0.184534,False,dy_4-0.4_dx_00.4_dy_0-0.5.png
0,0.4,-0.5,0.018586,852.028287,0.009293,49.95516,0.359532,0.179766,False,dy_40_dx_00.4_dy_0-0.5.png
0.4,0.4,-0.5,0.016891,908.656033,0.008446,116.886034,0.315991,0.157996,True,dy_40.4_dx_00.4_dy_0-0.5.png
0.8,0.4,-0.5,0.013574,976.485888,0.006787,103.993226,0.139232,0.069616,False,dy_40.8_dx_00.4_dy_0-0.5.png
1.2,0.4,-0.5,0.011166,1053.595483,0.005583,102.098053,0.093502,0.046751,False,dy_41.2_dx_00.4_dy_0-0.5.png
1.6,0.4,-0.5,0.00984,1137.955238,0.00492,112.737453,0.07076,0.03538,False,dy_41.6_dx_00.4_dy_0-0.5.png
2,0.4,-0.5,0.009215,1227.775509,0.004607,138.892743,0.053565,0.026783,False,dy_42_dx_00.4_dy_0-0.5.png
-2,0.6,-0.5,0.007848,824.095744,0.003924,17.957835,0.349142,0.174571,False,dy_4-2_dx_00.6_dy_0-0.5.png
-1.6,0.6,-0.5,0.011292,756.777837,0.005646,30.276682,0.334201,0.167101,False,dy_4-1.6_dx_00.6_dy_0-0.5.png
-1.2,0.6,-0.5,0.011653,737.584973,0.005826,24.729556,0.374008,0.187004,False,dy_4-1.2_dx_00.6_dy_0-0.5.png
-0.8,0.6,-0.5,0.013036,754.974022,0.006518,27.22408,0.414304,0.207152,False,dy_4-0.8_dx_00.6_dy_0-0.5.png
-0.4,0.6,-0.5,0.016601,788.931576,0.0083,32.685959,0.392052,0.196026,False,dy_4-0.4_dx_00.6_dy_0-0.5.png
0,0.6,-0.5,0.019363,835.471467,0.009681,48.353344,0.388303,0.194151,False,dy_40_dx_00.6_dy_0-0.5.png
0.4,0.6,-0.5,0.017747,893.770658,0.008874,119.135399,0.27989,0.139945,False,dy_40.4_dx_00.6_dy_0-0.5.png
0.8,0.6,-0.5,0.014172,962.740798,0.007086,103.588497,0.140543,0.070272,False,dy_40.8_dx_00.6_dy_0-0.5.png
1.2,0.6,-0.5,0.011572,1040.673526,0.005786,101.740736,0.09412,0.04706,False,dy_41.2_dx_00.6_dy_0-0.5.png
1.6,0.6,-0.5,0.010147,1125.653709,0.005073,112.415873,0.071123,0.035561,False,dy_41.6_dx_00.6_dy_0-0.5.png
2,0.6,-0.5,0.009472,1215.95762,0.004736,138.599021,0.053776,0.026888,False,dy_42_dx_00.6_dy_0-0.5.png
-2,0.8,-0.5,0.008296,803.446518,0.004148,21.264128,0.30869,0.154345,False,dy_4-2_dx_00.8_dy_0-0.5.png
-1.6,0.8,-0.5,0.009074,724.313794,0.004537,21.2473,0.316419,0.15821,False,dy_4-1.6_dx_00.8_dy_0-0.5.png
-1.2,0.8,-0.5,0.010629,711.817506,0.005314,20.658213,0.374502,0.187251,False,dy_4-1.2_dx_00.8_dy_0-0.5.png
-0.8,0.8,-0.5,0.013199,737.530573,0.006599,23.641779,0.451235,0.225618,False,dy_4-0.8_dx_00.8_dy_0-0.5.png
-0.4,0.8,-0.5,0.017505,774.992663,0.008753,31.707454,0.424736,0.212368,False,dy_4-0.4_dx_00.8_dy_0-0.5.png
0,0.8,-0.5,0.02087,823.339708,0.010435,41.822809,0.43683,0.218415,False,dy_40_dx_00.8_dy_0-0.5.png
0.4,0.8,-0.5,0.019044,882.725304,0.009522,123.501584,0.27026,0.13513,False,dy_40.4_dx_00.8_dy_0-0.5.png
0.8,0.8,-0.5,0.014967,952.416944,0.007483,103.324351,0.141864,0.070932,False,dy_40.8_dx_00.8_dy_0-0.5.png
1.2,0.8,-0.5,0.012072,1030.862556,0.006036,95.59445,0.094832,0.047416,False,dy_41.2_dx_00.8_dy_0-0.5.png
1.6,0.8,-0.5,0.010507,1116.225637,0.005253,105.42031,0.071538,0.035769,False,dy_41.6_dx_00.8_dy_0-0.5.png
2,0.8,-0.5,0.009766,1206.826135,0.004883,130.748735,0.054016,0.027008,False,dy_42_dx_00.8_dy_0-0.5.png
-2,1,-0.5,0.009082,758.367819,0.004541,21.307212,0.323362,0.161681,False,dy_4-2_dx_01_dy_0-0.5.png
-1.6,1,-0.5,0.009401,694.856668,0.0047,19.522794,0.334773,0.167386,False,dy_4-1.6_dx_01_dy_0-0.5.png
-1.2,1,-0.5,0.011167,677.337383,0.005583,19.304682,0.392179,0.196089,False,dy_4-1.2_dx_01_dy_0-0.5.png
-0.8,1,-0.5,0.014932,680.285406,0.007466,25.342481,0.427873,0.213936,False,dy_4-0.8_dx_01_dy_0-0.5.png
-0.4,1,-0.5,0.021386,691.914528,0.010693,27.701634,0.48543,0.242715,False,dy_4-0.4_dx_01_dy_0-0.5.png
0,1,-0.5,0.027235,713.719291,0.013617,40.109837,0.378049,0.189025,False,dy_40_dx_01_dy_0-0.5.png
0.4,1,-0.5,0.024485,746.293141,0.012243,113.72803,0.327457,0.163728,True,dy_40.4_dx_01_dy_0-0.5.png
0.8,1,-0.5,0.018217,789.042631,0.009109,97.118762,0.143367,0.071684,False,dy_40.8_dx_01_dy_0-0.5.png
1.2,1,-0.5,0.014123,840.473221,0.007062,102.561425,0.083335,0.041667,False,dy_41.2_dx_01_dy_0-0.5.png
1.6,1,-0.5,0.01203,898.776466,0.006015,99.962436,0.071921,0.035961,False,dy_41.6_dx_01_dy_0-0.5.png
2,1,-0.5,0.011062,962.287617,0.005531,124.60232,0.054236,0.027118,False,dy_42_dx_01_dy_0-0.5.png
-2,-1,0,0.012091,1096.340138,0.006045,74.107449,0.441818,0.220909,False,dy_4-2_dx_0-1_dy_00.png
-1.6,-1,0,0.01578,1039.897299,0.00789,51.306727,0.413252,0.206626,False,dy_4-1.6_dx_0-1_dy_00.png
-1.2,-1,0,0.02344,998.167816,0.01172,42.715604,0.418044,0.209022,False,dy_4-1.2_dx_0-1_dy_00.png
-0.8,-1,0,0.040563,973.926533,0.020281,41.776388,0.558246,0.279123,False,dy_4-0.8_dx_0-1_dy_00.png
-0.4,-1,0,0.067723,968.981894,0.033862,109.785872,0.835694,0.417847,False,dy_4-0.4_dx_0-1_dy_00.png
0,-1,0,0.054472,983.718344,0.027236,107.182972,0.587882,0.293941,False,dy_40_dx_0-1_dy_00.png
0.4,-1,0,0.027631,1017.004982,0.013815,143.800739,0.320401,0.1602,True,dy_40.4_dx_0-1_dy_00.png
0.8,-1,0,0.016178,1066.472091,0.008089,121.504541,0.13598,0.06799,False,dy_40.8_dx_0-1_dy_00.png
1.2,-1,0,0.011578,1129.116766,0.005789,111.701933,0.090514,0.045257,False,dy_41.2_dx_0-1_dy_00.png
1.6,-1,0,0.009561,1201.970387,0.004781,122.458327,0.068194,0.034097,False,dy_41.6_dx_0-1_dy_00.png
2,-1,0,0.008653,1282.516643,0.004326,145.112535,0.058693,0.029346,False,dy_42_dx_0-1_dy_00.png
-2,-0.8,0,0.011112,1047.78846,0.005556,60.257988,0.422425,0.211213,False,dy_4-2_dx_0-0.8_dy_00.png
-1.6,-0.8,0,0.015009,989.475981,0.007505,56.40274,0.387695,0.193848,False,dy_4-1.6_dx_0-0.8_dy_00.png
-1.2,-0.8,0,0.023184,946.631275,0.011592,40.420735,0.417105,0.208553,False,dy_4-1.2_dx_0-0.8_dy_00.png
-0.8,-0.8,0,0.039941,922.389992,0.01997,39.996717,0.556816,0.278408,False,dy_4-0.8_dx_0-0.8_dy_00.png
-0.4,-0.8,0,0.059677,918.560575,0.029839,106.286663,0.795113,0.397557,False,dy_4-0.4_dx_0-0.8_dy_00.png
0,-0.8,0,0.045992,935.166665,0.022996,98.947697,0.531827,0.265914,False,dy_40_dx_0-0.8_dy_00.png
0.4,-0.8,0,0.025056,970.625956,0.012528,140.116057,0.318265,0.159133,True,dy_40.4_dx_0-0.8_dy_00.png
0.8,-0.8,0,0.015376,1022.243723,0.007688,111.985541,0.136805,0.068403,False,dy_40.8_dx_0-0.8_dy_00.png
1.2,-0.8,0,0.011265,1086.854284,0.005632,110.124569,0.090968,0.045484,False,dy_41.2_dx_0-0.8_dy_00.png
1.6,-0.8,0,0.009418,1161.436253,0.004709,121.012802,0.068638,0.034319,False,dy_41.6_dx_0-0.8_dy_00.png
2,-0.8,0,0.008584,1243.476029,0.004292,133.34015,0.0594,0.0297,False,dy_42_dx_0-0.8_dy_00.png
-2,-0.6,0,0.009985,1004.951606,0.004992,59.083062,0.341582,0.170791,False,dy_4-2_dx_0-0.6_dy_00.png
-1.6,-0.6,0,0.013951,944.431894,0.006975,52.005353,0.374932,0.187466,False,dy_4-1.6_dx_0-0.6_dy_00.png
-1.2,-0.6,0,0.022793,900.219616,0.011397,38.17235,0.415659,0.207829,False,dy_4-1.2_dx_0-0.6_dy_00.png
-0.8,-0.6,0,0.039058,875.978333,0.019529,38.265329,0.554735,0.277367,False,dy_4-0.8_dx_0-0.6_dy_00.png
-0.4,-0.6,0,0.051555,873.516488,0.025778,88.761717,0.66272,0.33136,False,dy_4-0.4_dx_0-0.6_dy_00.png
0,-0.6,0,0.038988,892.329812,0.019494,81.536017,0.50281,0.251405,False,dy_40_dx_0-0.6_dy_00.png
0.4,-0.6,0,0.022938,930.237244,0.011469,130.141564,0.303422,0.151711,False,dy_40.4_dx_0-0.6_dy_00.png
0.8,-0.6,0,0.014775,984.173741,0.007387,110.386028,0.137339,0.06867,False,dy_40.8_dx_0-0.6_dy_00.png
1.2,-0.6,0,0.011082,1050.826969,0.005541,108.680873,0.091564,0.045782,False,dy_41.2_dx_0-0.6_dy_00.png
1.6,-0.6,0,0.009378,1127.153107,0.004689,119.702154,0.069166,0.034583,False,dy_41.6_dx_0-0.6_dy_00.png
2,-0.6,0,0.008606,1210.666411,0.004303,132.141904,0.059913,0.029957,False,dy_42_dx_0-0.6_dy_00.png
-2,-0.4,0,0.008875,967.270796,0.004437,43.238249,0.322244,0.161122,False,dy_4-2_dx_0-0.4_dy_00.png
-1.6,-0.4,0,0.012579,904.125282,0.00629,52.064998,0.427441,0.213721,False,dy_4-1.6_dx_0-0.4_dy_00.png
-1.2,-0.4,0,0.022175,858.201185,0.011087,35.963813,0.413333,0.206667,False,dy_4-1.2_dx_0-0.4_dy_00.png
-0.8,-0.4,0,0.037775,833.959901,0.018888,36.576345,0.55161,0.275805,False,dy_4-0.8_dx_0-0.4_dy_00.png
-0.4,-0.4,0,0.043709,833.209876,0.021854,67.035023,0.660047,0.330024,True,dy_4-0.4_dx_0-0.4_dy_00.png
0,-0.4,0,0.033401,854.649001,0.0167,68.892844,0.438762,0.219381,False,dy_40_dx_0-0.4_dy_00.png
0.4,-0.4,0,0.021322,895.302689,0.010661,129.527357,0.274176,0.137088,False,dy_40.4_dx_0-0.4_dy_00.png
0.8,-0.4,0,0.014402,951.708261,0.007201,103.131027,0.138519,0.069259,False,dy_40.8_dx_0-0.4_dy_00.png
1.2,-0.4,0,0.011041,1020.448938,0.005521,100.753805,0.092468,0.046234,False,dy_41.2_dx_0-0.4_dy_00.png
1.6,-0.4,0,0.009442,1098.502991,0.004721,111.029996,0.06987,0.034935,False,dy_41.6_dx_0-0.4_dy_00.png
2,-0.4,0,0.008714,1183.442641,0.004357,122.670312,0.060559,0.03028,False,dy_42_dx_0-0.4_dy_00.png
-2,-0.2,0,0.008059,934.102473,0.004029,33.418809,0.35422,0.17711,False,dy_4-2_dx_0-0.2_dy_00.png
-1.6,-0.2,0,0.011025,867.816768,0.005512,37.735965,0.395542,0.197771,False,dy_4-1.6_dx_0-0.2_dy_00.png
-1.2,-0.2,0,0.021162,819.697512,0.010581,38.618751,0.401171,0.200585,False,dy_4-1.2_dx_0-0.2_dy_00.png
-0.8,-0.2,0,0.03588,795.456229,0.01794,38.012655,0.546108,0.273054,False,dy_4-0.8_dx_0-0.2_dy_00.png
-0.4,-0.2,0,0.036562,796.901363,0.018281,60.306943,0.545392,0.272696,False,dy_4-0.4_dx_0-0.2_dy_00.png
0,-0.2,0,0.0292,821.480678,0.0146,56.723998,0.426964,0.213482,False,dy_40_dx_0-0.2_dy_00.png
0.4,-0.2,0,0.020258,865.18297,0.010129,125.020344,0.305087,0.152544,False,dy_40.4_dx_0-0.2_dy_00.png
0.8,-0.2,0,0.014286,924.167449,0.007143,102.109191,0.139423,0.069711,False,dy_40.8_dx_0-0.2_dy_00.png
1.2,-0.2,0,0.01115,994.99245,0.005575,99.852025,0.093133,0.046566,False,dy_41.2_dx_0-0.2_dy_00.png
1.6,-0.2,0,0.00961,1074.71698,0.004805,110.224436,0.070366,0.035183,False,dy_41.6_dx_0-0.2_dy_00.png
2,-0.2,0,0.008902,1161.003888,0.004451,136.176204,0.053264,0.026632,False,dy_42_dx_0-0.2_dy_00.png
-2,0,0,0.007772,904.976247,0.003886,18.678366,0.342836,0.171418,False,dy_4-2_dx_00_dy_00.png
-1.6,0,0,0.009679,834.93651,0.004839,30.824099,0.37372,0.18686,False,dy_4-1.6_dx_00_dy_00.png
-1.2,0,0,0.019488,783.921838,0.009744,40.799346,0.485362,0.242681,False,dy_4-1.2_dx_00_dy_00.png
-0.8,0,0,0.033082,759.680555,0.016541,37.005643,0.523028,0.261514,False,dy_4-0.8_dx_00_dy_00.png
-0.4,0,0,0.03056,764.021105,0.01528,44.341669,0.507969,0.253985,False,dy_4-0.4_dx_00_dy_00.png
0,0,0,0.026373,792.354452,0.013186,46.744843,0.430515,0.215257,False,dy_40_dx_00_dy_00.png
0.4,0,0,0.019802,839.372824,0.009901,107.711454,0.31618,0.15809,True,dy_40.4_dx_00_dy_00.png
0.8,0,0,0.014453,900.972793,0.007227,101.211323,0.140522,0.070261,False,dy_40.8_dx_00_dy_00.png
1.2,0,0,0.011413,973.812673,0.005706,99.070214,0.093823,0.046911,False,dy_41.2_dx_00_dy_00.png
1.6,0,0,0.009877,1055.100188,0.004938,109.532654,0.070841,0.035421,False,dy_41.6_dx_00_dy_00.png
2,0,0,0.009164,1142.619498,0.004582,135.555408,0.05357,0.026785,False,dy_42_dx_00_dy_00.png
-2,0.2,0,0.008028,879.72386,0.004014,18.465208,0.353746,0.176873,False,dy_4-2_dx_00.2_dy_00.png
-1.6,0.2,0,0.009033,805.25204,0.004517,24.086412,0.322008,0.161004,False,dy_4-1.6_dx_00.2_dy_00.png
-1.2,0.2,0,0.01691,750.295952,0.008455,36.510482,0.412523,0.206261,False,dy_4-1.2_dx_00.2_dy_00.png
-0.8,0.2,0,0.029124,726.054669,0.014562,38.674073,0.563617,0.281808,False,dy_4-0.8_dx_00.2_dy_00.png
-0.4,0.2,0,0.026092,734.336635,0.013046,36.149782,0.484726,0.242363,False,dy_4-0.4_dx_00.2_dy_00.png
0,0.2,0,0.024919,767.102066,0.012459,38.704529,0.452478,0.226239,False,dy_40_dx_00.2_dy_00.png
0.4,0.2,0,0.020002,817.597299,0.010001,116.852305,0.303096,0.151548,False,dy_40.4_dx_00.2_dy_00.png
0.8,0.2,0,0.014917,881.733899,0.007459,96.146255,0.141983,0.070992,False,dy_40.8_dx_00.2_dy_00.png
1.2,0.2,0,0.011827,956.434242,0.005913,93.301852,0.094628,0.047314,False,dy_41.2_dx_00.2_dy_00.png
1.6,0.2,0,0.010234,1039.120057,0.005117,103.016502,0.071363,0.035681,False,dy_41.6_dx_00.2_dy_00.png
2,0.2,0,0.009489,1127.718895,0.004744,128.261782,0.053894,0.026947,False,dy_42_dx_00.2_dy_00.png
-2,0.4,0,0.008632,858.51357,0.004316,18.321872,0.376772,0.188386,False,dy_4-2_dx_00.4_dy_00.png
-1.6,0.4,0,0.009233,779.006646,0.004617,19.086741,0.355798,0.177899,False,dy_4-1.6_dx_00.4_dy_00.png
-1.2,0.4,0,0.013872,718.518386,0.006936,29.998358,0.405833,0.202916,False,dy_4-1.2_dx_00.4_dy_00.png
-0.8,0.4,0,0.024201,694.277103,0.0121,33.880507,0.55129,0.275645,False,dy_4-0.8_dx_00.4_dy_00.png
-0.4,0.4,0,0.023427,708.09124,0.011713,29.709039,0.493657,0.246828,False,dy_4-0.4_dx_00.4_dy_00.png
0,0.4,0,0.024851,745.891776,0.012425,39.899476,0.393495,0.196748,False,dy_40_dx_00.4_dy_00.png
0.4,0.4,0,0.020897,799.804371,0.010448,117.807115,0.282093,0.141046,False,dy_40.4_dx_00.4_dy_00.png
0.8,0.4,0,0.015677,866.237375,0.007838,95.686108,0.1432,0.0716,False,dy_40.8_dx_00.4_dy_00.png
1.2,0.4,0,0.012378,942.544039,0.006189,92.908429,0.095244,0.047622,False,dy_41.2_dx_00.4_dy_00.png
1.6,0.4,0,0.010666,1026.402779,0.005333,102.6718,0.071739,0.03587,False,dy_41.6_dx_00.4_dy_00.png
2,0.4,0,0.009861,1115.890444,0.004931,127.954,0.054117,0.027059,False,dy_42_dx_00.4_dy_00.png
-2,0.6,0,0.009351,841.815768,0.004675,21.478612,0.349496,0.174748,False,dy_4-2_dx_00.6_dy_00.png
-1.6,0.6,0,0.009965,757.107466,0.004982,19.622306,0.371054,0.185527,False,dy_4-1.6_dx_00.6_dy_00.png
-1.2,0.6,0,0.01212,688.758227,0.00606,20.899664,0.417409,0.208705,False,dy_4-1.2_dx_00.6_dy_00.png
-0.8,0.6,0,0.019631,664.516944,0.009815,28.963096,0.475891,0.237946,False,dy_4-0.8_dx_00.6_dy_00.png
-0.4,0.6,0,0.022658,686.192061,0.011329,27.899824,0.443609,0.221805,False,dy_4-0.4_dx_00.6_dy_00.png
0,0.6,0,0.026195,729.193974,0.013098,34.660782,0.432192,0.216096,False,dy_40_dx_00.6_dy_00.png
0.4,0.6,0,0.022506,786.10076,0.011253,109.207083,0.339795,0.169898,True,dy_40.4_dx_00.6_dy_00.png
0.8,0.6,0,0.016713,854.392825,0.008356,95.342717,0.144418,0.072209,False,dy_40.8_dx_00.6_dy_00.png
1.2,0.6,0,0.013043,931.946776,0.006521,104.354381,0.083576,0.041788,False,dy_41.2_dx_00.6_dy_00.png
1.6,0.6,0,0.011154,1016.694518,0.005577,102.417147,0.072077,0.036038,False,dy_41.6_dx_00.6_dy_00.png
2,0.6,0,0.010267,1106.845738,0.005133,127.726909,0.054313,0.027156,False,dy_42_dx_00.6_dy_00.png
-2,0.8,0,0.010034,830.274009,0.005017,17.365914,0.422993,0.211497,False,dy_4-2_dx_00.8_dy_00.png
-1.6,0.8,0,0.010826,741.293497,0.005413,19.602693,0.396308,0.198154,False,dy_4-1.6_dx_00.8_dy_00.png
-1.2,0.8,0,0.012505,662.650908,0.006253,18.323675,0.447469,0.223735,False,dy_4-1.2_dx_00.8_dy_00.png
-0.8,0.8,0,0.017415,638.409625,0.008707,22.755582,0.506994,0.253497,False,dy_4-0.8_dx_00.8_dy_00.png
-0.4,0.8,0,0.023713,670.378091,0.011857,26.763788,0.471276,0.235638,False,dy_4-0.4_dx_00.8_dy_00.png
0,0.8,0,0.028997,717.652215,0.014498,33.684915,0.484815,0.242407,False,dy_40_dx_00.8_dy_00.png
0.4,0.8,0,0.024832,776.655384,0.012416,120.425379,0.318879,0.159439,False,dy_40.4_dx_00.8_dy_00.png
0.8,0.8,0,0.017988,846.167779,0.008994,95.123196,0.145576,0.072788,False,dy_40.8_dx_00.8_dy_00.png
1.2,0.8,0,0.013791,924.515126,0.006896,100.13092,0.084026,0.042013,False,dy_41.2_dx_00.8_dy_00.png
1.6,0.8,0,0.011678,1009.818543,0.005839,97.488343,0.07242,0.03621,False,dy_41.6_dx_00.8_dy_00.png
2,0.8,0,0.010689,1100.380106,0.005344,122.08605,0.054511,0.027255,False,dy_42_dx_00.8_dy_00.png
-2,1,0,0.010877,756.473809,0.005438,17.228407,0.438031,0.219016,False,dy_4-2_dx_01_dy_00.png
-1.6,1,0,0.011784,692.962658,0.005892,19.028188,0.428266,0.214133,False,dy_4-1.6_dx_01_dy_00.png
-1.2,1,0,0.013741,634.659414,0.006871,21.946585,0.38786,0.19393,False,dy_4-1.2_dx_01_dy_00.png
-0.8,1,0,0.018245,610.41813,0.009123,25.355745,0.440136,0.220068,False,dy_4-0.8_dx_01_dy_00.png
-0.4,1,0,0.027495,622.047252,0.013748,24.00434,0.548133,0.274067,False,dy_4-0.4_dx_01_dy_00.png
0,1,0,0.036051,643.852015,0.018025,28.234616,0.578929,0.289465,False,dy_40_dx_01_dy_00.png
0.4,1,0,0.030299,676.425865,0.015149,112.964723,0.330306,0.165153,False,dy_40.4_dx_01_dy_00.png
