in:dy_4,in:dx_0,in:dy_0,out:Deflection,out:Mass,out:SE,out:Mass_CSOptim,out:Deflection_CSOptim,out:SE_CSOptim,out:HasFailed_CSOptim,img
-0.4,0.2,-1.5,0.01605,1068.527943,0.008025,70.297852,0.42057,0.210285,False,dy_4-0.4_dx_00.2_dy_0-1.5.png
0,0.2,-1.5,0.018685,1114.485027,0.009343,90.686811,0.422089,0.211044,False,dy_40_dx_00.2_dy_0-1.5.png
0.4,0.2,-1.5,0.017184,1171.997023,0.008592,157.715808,0.303399,0.1517,True,dy_40.4_dx_00.2_dy_0-1.5.png
0.8,0.2,-1.5,0.013814,1240.204347,0.006907,131.561819,0.136481,0.06824,False,dy_40.8_dx_00.2_dy_0-1.5.png
1.2,0.2,-1.5,0.011337,1317.452988,0.005669,120.832116,0.092419,0.04621,False,dy_41.2_dx_00.2_dy_0-1.5.png
1.6,0.2,-1.5,0.009971,1401.833642,0.004986,132.467805,0.070145,0.035073,False,dy_41.6_dx_00.2_dy_0-1.5.png
2,0.2,-1.5,0.009325,1491.614861,0.004662,159.619529,0.053215,0.026607,False,dy_42_dx_00.2_dy_0-1.5.png
-2,0.4,-1.5,0.008838,961.789335,0.004419,25.939477,0.338577,0.169288,False,dy_4-2_dx_00.4_dy_0-1.5.png
-1.6,0.4,-1.5,0.008777,966.338512,0.004388,29.137403,0.356084,0.178042,False,dy_4-1.6_dx_00.4_dy_0-1.5.png
-1.2,0.4,-1.5,0.009927,982.821728,0.004963,36.040077,0.400465,0.200232,False,dy_4-1.2_dx_00.4_dy_0-1.5.png
-0.8,0.4,-1.5,0.012313,1009.015729,0.006156,54.576558,0.384558,0.192279,False,dy_4-0.8_dx_00.4_dy_0-1.5.png
-0.4,0.4,-1.5,0.016002,1045.286156,0.008001,68.364019,0.434908,0.217454,False,dy_4-0.4_dx_00.4_dy_0-1.5.png
0,0.4,-1.5,0.018822,1092.507354,0.009411,93.980286,0.322503,0.161251,False,dy_40_dx_00.4_dy_0-1.5.png
0.4,0.4,-1.5,0.017395,1150.969034,0.008698,155.807045,0.28463,0.142315,False,dy_40.4_dx_00.4_dy_0-1.5.png
0.8,0.4,-1.5,0.013983,1219.913162,0.006992,121.165956,0.137612,0.068806,False,dy_40.8_dx_00.4_dy_0-1.5.png
1.2,0.4,-1.5,0.011461,1297.748782,0.005731,120.313807,0.092804,0.046402,False,dy_41.2_dx_00.4_dy_0-1.5.png
1.6,0.4,-1.5,0.010071,1382.607402,0.005035,131.985956,0.070373,0.035187,False,dy_41.6_dx_00.4_dy_0-1.5.png
2,0.4,-1.5,0.009412,1472.784997,0.004706,159.167916,0.053348,0.026674,False,dy_42_dx_00.4_dy_0-1.5.png
-2,0.6,-1.5,0.008027,929.453381,0.004013,20.153761,0.422848,0.211424,False,dy_4-2_dx_00.6_dy_0-1.5.png
-1.6,0.6,-1.5,0.008486,939.975089,0.004243,25.404403,0.355706,0.177853,False,dy_4-1.6_dx_00.6_dy_0-1.5.png
-1.2,0.6,-1.5,0.009838,959.876619,0.004919,34.861649,0.405409,0.202705,False,dy_4-1.2_dx_00.6_dy_0-1.5.png
-0.8,0.6,-1.5,0.012373,988.148472,0.006186,53.071403,0.397869,0.198934,False,dy_4-0.8_dx_00.6_dy_0-1.5.png
-0.4,0.6,-1.5,0.016263,1025.788368,0.008132,72.302231,0.331355,0.165677,False,dy_4-0.4_dx_00.6_dy_0-1.5.png
0,0.6,-1.5,0.019287,1073.97246,0.009644,92.68368,0.336174,0.168087,False,dy_40_dx_00.6_dy_0-1.5.png
0.4,0.6,-1.5,0.017828,1133.145399,0.008914,155.118443,0.288875,0.144438,False,dy_40.4_dx_00.6_dy_0-1.5.png
0.8,0.6,-1.5,0.014267,1202.635272,0.007133,120.735603,0.138512,0.069256,False,dy_40.8_dx_00.6_dy_0-1.5.png
1.2,0.6,-1.5,0.011648,1280.902357,0.005824,119.916367,0.093221,0.04661,False,dy_41.2_dx_00.6_dy_0-1.5.png
1.6,0.6,-1.5,0.01021,1366.110395,0.005105,131.61517,0.070615,0.035307,False,dy_41.6_dx_00.6_dy_0-1.5.png
2,0.6,-1.5,0.009528,1456.576592,0.004764,158.819145,0.053488,0.026744,False,dy_42_dx_00.6_dy_0-1.5.png
-2,0.8,-1.5,0.0077,903.708371,0.00385,17.386595,0.430778,0.215389,False,dy_4-2_dx_00.8_dy_0-1.5.png
-1.6,0.8,-1.5,0.00848,919.513587,0.00424,24.705956,0.359994,0.179997,False,dy_4-1.6_dx_00.8_dy_0-1.5.png
-1.2,0.8,-1.5,0.009978,941.872885,0.004989,30.25221,0.419634,0.209817,False,dy_4-1.2_dx_00.8_dy_0-1.5.png
-0.8,0.8,-1.5,0.012676,971.524835,0.006338,48.737672,0.387641,0.19382,False,dy_4-0.8_dx_00.8_dy_0-1.5.png
-0.4,0.8,-1.5,0.016832,1010.041195,0.008416,71.492527,0.347973,0.173987,False,dy_4-0.4_dx_00.8_dy_0-1.5.png
0,0.8,-1.5,0.02009,1058.829295,0.010045,91.878141,0.35537,0.177685,False,dy_40_dx_00.8_dy_0-1.5.png
0.4,0.8,-1.5,0.018486,1118.443064,0.009243,154.721876,0.294216,0.147108,False,dy_40.4_dx_00.8_dy_0-1.5.png
0.8,0.8,-1.5,0.014663,1188.268574,0.007331,120.439921,0.139472,0.069736,False,dy_40.8_dx_00.8_dy_0-1.5.png
1.2,0.8,-1.5,0.011895,1266.799617,0.005948,119.64082,0.093655,0.046828,False,dy_41.2_dx_00.8_dy_0-1.5.png
1.6,0.8,-1.5,0.010387,1352.220617,0.005194,131.355868,0.070863,0.035431,False,dy_41.6_dx_00.8_dy_0-1.5.png
2,0.8,-1.5,0.009672,1442.862224,0.004836,147.133555,0.053685,0.026843,False,dy_42_dx_00.8_dy_0-1.5.png
-2,1,-1.5,0.008163,853.742756,0.004082,19.73326,0.343059,0.171529,False,dy_4-2_dx_01_dy_0-1.5.png
-1.6,1,-1.5,0.009343,844.610218,0.004671,21.967581,0.374934,0.187467,False,dy_4-1.6_dx_01_dy_0-1.5.png
-1.2,1,-1.5,0.011406,840.685586,0.005703,27.163384,0.439087,0.219544,False,dy_4-1.2_dx_01_dy_0-1.5.png
-0.8,1,-1.5,0.015282,843.633609,0.007641,40.932586,0.413354,0.206677,False,dy_4-0.8_dx_01_dy_0-1.5.png
-0.4,1,-1.5,0.021984,855.262731,0.010992,55.334864,0.385541,0.192771,False,dy_4-0.4_dx_01_dy_0-1.5.png
0,1,-1.5,0.028055,877.067493,0.014028,68.193831,0.396595,0.198298,False,dy_40_dx_01_dy_0-1.5.png
0.4,1,-1.5,0.02505,909.641344,0.012525,137.450588,0.303042,0.151521,False,dy_40.4_dx_01_dy_0-1.5.png
0.8,1,-1.5,0.018487,952.390834,0.009243,107.946915,0.140899,0.070449,False,dy_40.8_dx_01_dy_0-1.5.png
1.2,1,-1.5,0.014265,1003.821424,0.007133,105.65971,0.09431,0.047155,False,dy_41.2_dx_01_dy_0-1.5.png
1.6,1,-1.5,0.012121,1062.124668,0.006061,115.885335,0.071244,0.035622,False,dy_41.6_dx_01_dy_0-1.5.png
2,1,-1.5,0.011131,1125.635819,0.005565,135.096853,0.053909,0.026954,False,dy_42_dx_01_dy_0-1.5.png
-2,-1,-1,0.015479,1200.194047,0.00774,23.370553,0.374454,0.187227,False,dy_4-2_dx_0-1_dy_0-1.png
-1.6,-1,-1,0.0169,1169.256746,0.00845,35.366844,0.424316,0.212158,False,dy_4-1.6_dx_0-1_dy_0-1.png
-1.2,-1,-1,0.01865,1153.702992,0.009325,45.534067,0.387653,0.193826,False,dy_4-1.2_dx_0-1_dy_0-1.png
-0.8,-1,-1,0.021852,1153.702992,0.010926,82.447229,0.478564,0.239282,False,dy_4-0.8_dx_0-1_dy_0-1.png
-0.4,-1,-1,0.026161,1169.256746,0.01308,119.07986,0.453434,0.226717,False,dy_4-0.4_dx_0-1_dy_0-1.png
0,-1,-1,0.026384,1200.194047,0.013192,125.560666,0.446672,0.223336,False,dy_40_dx_0-1_dy_0-1.png
0.4,-1,-1,0.020429,1245.774275,0.010214,162.39955,0.282585,0.141292,False,dy_40.4_dx_0-1_dy_0-1.png
0.8,-1,-1,0.014771,1304.406431,0.007385,132.689776,0.133754,0.066877,False,dy_40.8_dx_0-1_dy_0-1.png
1.2,-1,-1,0.011537,1373.872006,0.005769,132.162459,0.090441,0.04522,False,dy_41.2_dx_0-1_dy_0-1.png
1.6,-1,-1,0.009911,1451.841222,0.004955,144.307125,0.06875,0.034375,False,dy_41.6_dx_0-1_dy_0-1.png
2,-1,-1,0.009151,1536.272356,0.004575,157.841649,0.059737,0.029868,False,dy_42_dx_0-1_dy_0-1.png
-2,-0.8,-1,0.015459,1147.171518,0.00773,22.889623,0.374453,0.187227,False,dy_4-2_dx_0-0.8_dy_0-1.png
-1.6,-0.8,-1,0.016569,1116.818935,0.008285,33.600105,0.421332,0.210666,False,dy_4-1.6_dx_0-0.8_dy_0-1.png
-1.2,-0.8,-1,0.017612,1102.81559,0.008806,52.412521,0.471559,0.235779,False,dy_4-1.2_dx_0-0.8_dy_0-1.png
-0.8,-0.8,-1,0.019939,1104.888009,0.009969,75.873494,0.476011,0.238005,False,dy_4-0.8_dx_0-0.8_dy_0-1.png
-0.4,-0.8,-1,0.023362,1122.633114,0.011681,100.039339,0.427226,0.213613,False,dy_4-0.4_dx_0-0.8_dy_0-1.png
0,-0.8,-1,0.023789,1155.640672,0.011895,106.044933,0.429683,0.214841,False,dy_40_dx_0-0.8_dy_0-1.png
0.4,-0.8,-1,0.019079,1203.070105,0.009539,158.963773,0.278661,0.13933,False,dy_40.4_dx_0-0.8_dy_0-1.png
0.8,-0.8,-1,0.014185,1263.310938,0.007092,130.966141,0.133546,0.066773,False,dy_40.8_dx_0-0.8_dy_0-1.png
1.2,-0.8,-1,0.01125,1334.161293,0.005625,130.573953,0.090441,0.045221,False,dy_41.2_dx_0-0.8_dy_0-1.png
1.6,-0.8,-1,0.009742,1413.320151,0.004871,142.834706,0.068794,0.034397,False,dy_41.6_dx_0-0.8_dy_0-1.png
2,-0.8,-1,0.009037,1498.775802,0.004518,156.469204,0.059794,0.029897,False,dy_42_dx_0-0.8_dy_0-1.png
-2,-0.6,-1,0.015429,1096.821366,0.007714,22.432932,0.374451,0.187226,False,dy_4-2_dx_0-0.6_dy_0-1.png
-1.6,-0.6,-1,0.016109,1067.193834,0.008055,31.865688,0.417158,0.208579,False,dy_4-1.6_dx_0-0.6_dy_0-1.png
-1.2,-0.6,-1,0.016412,1055.059681,0.008206,48.991057,0.45523,0.227615,False,dy_4-1.2_dx_0-0.6_dy_0-1.png
-0.8,-0.6,-1,0.018069,1059.522912,0.009035,71.244552,0.448204,0.224102,False,dy_4-0.8_dx_0-0.6_dy_0-1.png
-0.4,-0.6,-1,0.020951,1079.68155,0.010475,83.625213,0.408837,0.204418,False,dy_4-0.4_dx_0-0.6_dy_0-1.png
0,-0.6,-1,0.021675,1114.878133,0.010838,101.110341,0.411492,0.205746,False,dy_40_dx_0-0.6_dy_0-1.png
0.4,-0.6,-1,0.017983,1164.199417,0.008991,155.779907,0.276662,0.138331,False,dy_40.4_dx_0-0.6_dy_0-1.png
0.8,-0.6,-1,0.013717,1226.04424,0.006859,129.37959,0.133597,0.066799,False,dy_40.8_dx_0-0.6_dy_0-1.png
1.2,-0.6,-1,0.01103,1298.248229,0.005515,129.119492,0.09057,0.045285,False,dy_41.2_dx_0-0.6_dy_0-1.png
1.6,-0.6,-1,0.009621,1378.552293,0.004811,130.084051,0.069093,0.034546,False,dy_41.6_dx_0-0.6_dy_0-1.png
2,-0.6,-1,0.008961,1464.982497,0.004481,155.221594,0.059912,0.029956,False,dy_42_dx_0-0.6_dy_0-1.png
-2,-0.4,-1,0.015381,1049.029838,0.007691,21.999449,0.374449,0.187224,False,dy_4-2_dx_0-0.4_dy_0-1.png
-1.6,-0.4,-1,0.015466,1020.323986,0.007733,30.165805,0.411247,0.205623,False,dy_4-1.6_dx_0-0.4_dy_0-1.png
-1.2,-0.4,-1,0.015073,1010.476106,0.007536,50.055785,0.379326,0.189663,False,dy_4-1.2_dx_0-0.4_dy_0-1.png
-0.8,-0.4,-1,0.016323,1017.700645,0.008161,65.970006,0.4228,0.2114,False,dy_4-0.8_dx_0-0.4_dy_0-1.png
-0.4,-0.4,-1,0.018954,1040.493734,0.009477,78.796877,0.390259,0.195129,False,dy_4-0.4_dx_0-0.4_dy_0-1.png
0,-0.4,-1,0.020023,1077.970679,0.010012,85.146829,0.407528,0.203764,False,dy_40_dx_0-0.4_dy_0-1.png
0.4,-0.4,-1,0.017147,1129.193358,0.008574,152.871662,0.276744,0.138372,False,dy_40.4_dx_0-0.4_dy_0-1.png
0.8,-0.4,-1,0.013378,1192.607587,0.006689,127.940314,0.133909,0.066954,False,dy_40.8_dx_0-0.4_dy_0-1.png
1.2,-0.4,-1,0.010884,1266.109731,0.005442,117.69246,0.09106,0.04553,False,dy_41.2_dx_0-0.4_dy_0-1.png
1.6,-0.4,-1,0.009551,1347.495575,0.004776,129.099701,0.069259,0.03463,False,dy_41.6_dx_0-0.4_dy_0-1.png
2,-0.4,-1,0.008927,1434.835765,0.004463,141.831371,0.06021,0.030105,False,dy_42_dx_0-0.4_dy_0-1.png
-2,-0.2,-1,0.015301,1003.624324,0.007651,21.587607,0.374445,0.187222,False,dy_4-2_dx_0-0.2_dy_0-1.png
-1.6,-0.2,-1,0.014572,976.126913,0.007286,33.054733,0.385322,0.192661,False,dy_4-1.6_dx_0-0.2_dy_0-1.png
-1.2,-0.2,-1,0.01366,969.11758,0.00683,41.945121,0.361824,0.180912,False,dy_4-1.2_dx_0-0.2_dy_0-1.png
-0.8,-0.2,-1,0.014785,979.520334,0.007392,55.19326,0.397634,0.198817,False,dy_4-0.8_dx_0-0.2_dy_0-1.png
-0.4,-0.2,-1,0.017389,1005.144299,0.008695,63.505788,0.436067,0.218033,False,dy_4-0.4_dx_0-0.2_dy_0-1.png
0,-0.2,-1,0.018821,1044.945767,0.00941,81.540307,0.403649,0.201824,False,dy_40_dx_0-0.2_dy_0-1.png
0.4,-0.2,-1,0.016579,1098.034059,0.008289,139.626708,0.281185,0.140593,False,dy_40.4_dx_0-0.2_dy_0-1.png
0.8,-0.2,-1,0.013174,1162.946596,0.006587,126.658284,0.134469,0.067235,False,dy_40.8_dx_0-0.2_dy_0-1.png
1.2,-0.2,-1,0.010816,1237.663773,0.005408,116.746896,0.091378,0.045689,False,dy_41.2_dx_0-0.2_dy_0-1.png
1.6,-0.2,-1,0.009535,1320.047457,0.004768,128.230254,0.069481,0.03474,False,dy_41.6_dx_0-0.2_dy_0-1.png
2,-0.2,-1,0.008934,1408.21787,0.004467,141.025254,0.060398,0.030199,False,dy_42_dx_0-0.2_dy_0-1.png
-2,0,-1,0.015156,960.393607,0.007578,21.195492,0.374437,0.187218,False,dy_4-2_dx_00_dy_0-1.png
-1.6,0,-1,0.013367,934.544126,0.006684,28.00259,0.373196,0.186598,False,dy_4-1.6_dx_00_dy_0-1.png
-1.2,0,-1,0.012283,931.107798,0.006141,34.967821,0.424644,0.212322,False,dy_4-1.2_dx_00_dy_0-1.png
-0.8,0,-1,0.013536,945.125279,0.006768,46.389611,0.380863,0.190431,False,dy_4-0.8_dx_00_dy_0-1.png
-0.4,0,-1,0.016271,973.713227,0.008136,60.328025,0.426418,0.213209,False,dy_4-0.4_dx_00_dy_0-1.png
0,0,-1,0.018059,1015.810967,0.00903,78.353354,0.408139,0.20407,False,dy_40_dx_00_dy_0-1.png
0.4,0,-1,0.016284,1070.670807,0.008142,137.673512,0.285418,0.142709,False,dy_40.4_dx_00_dy_0-1.png
0.8,0,-1,0.013114,1136.968106,0.006557,116.933411,0.135603,0.067801,False,dy_40.8_dx_00_dy_0-1.png
1.2,0,-1,0.010831,1212.787119,0.005416,115.927433,0.091783,0.045892,False,dy_41.2_dx_00_dy_0-1.png
1.6,0,-1,0.009575,1296.06339,0.004787,127.478878,0.069744,0.034872,False,dy_41.6_dx_00_dy_0-1.png
2,0,-1,0.008983,1384.968984,0.004492,140.329959,0.060613,0.030306,False,dy_42_dx_00_dy_0-1.png
-2,0.2,-1,0.01486,919.108382,0.00743,20.821023,0.37442,0.18721,False,dy_4-2_dx_00.2_dy_0-1.png
-1.6,0.2,-1,0.011868,895.623587,0.005934,27.590951,0.417505,0.208752,False,dy_4-1.6_dx_00.2_dy_0-1.png
-1.2,0.2,-1,0.01109,896.721317,0.005545,35.881728,0.344733,0.172366,False,dy_4-1.2_dx_00.2_dy_0-1.png
-0.8,0.2,-1,0.012644,914.738967,0.006322,40.844966,0.4045,0.20225,False,dy_4-0.8_dx_00.2_dy_0-1.png
-0.4,0.2,-1,0.015608,946.302455,0.007804,50.4814,0.434587,0.217293,False,dy_4-0.4_dx_00.2_dy_0-1.png
0,0.2,-1,0.017737,990.567154,0.008869,70.583864,0.327018,0.163509,False,dy_40_dx_00.2_dy_0-1.png
0.4,0.2,-1,0.016272,1047.034451,0.008136,147.008148,0.270242,0.135121,False,dy_40.4_dx_00.2_dy_0-1.png
0.8,0.2,-1,0.013204,1114.556366,0.006602,116.171216,0.136518,0.068259,False,dy_40.8_dx_00.2_dy_0-1.png
1.2,0.2,-1,0.010931,1191.332901,0.005466,115.238279,0.092255,0.046127,False,dy_41.2_dx_00.2_dy_0-1.png
1.6,0.2,-1,0.009669,1275.375349,0.004835,126.848169,0.070037,0.035019,False,dy_41.6_dx_00.2_dy_0-1.png
2,0.2,-1,0.009074,1364.906371,0.004537,139.746958,0.060845,0.030422,False,dy_42_dx_00.2_dy_0-1.png
-2,0.4,-1,0.014172,879.538475,0.007086,23.110462,0.373563,0.186781,False,dy_4-2_dx_00.4_dy_0-1.png
-1.6,0.4,-1,0.010278,859.681149,0.005139,25.285509,0.382644,0.191322,False,dy_4-1.6_dx_00.4_dy_0-1.png
-1.2,0.4,-1,0.010228,866.481305,0.005114,27.303459,0.403601,0.2018,False,dy_4-1.2_dx_00.4_dy_0-1.png
-0.8,0.4,-1,0.012151,888.684901,0.006076,38.835765,0.401231,0.200616,False,dy_4-0.8_dx_00.4_dy_0-1.png
-0.4,0.4,-1,0.015402,923.038841,0.007701,52.983707,0.337587,0.168793,False,dy_4-0.4_dx_00.4_dy_0-1.png
0,0.4,-1,0.017857,969.213454,0.008929,68.845037,0.334813,0.167407,False,dy_40_dx_00.4_dy_0-1.png
0.4,0.4,-1,0.016548,1027.046451,0.008274,136.742436,0.279067,0.139533,False,dy_40.4_dx_00.4_dy_0-1.png
0.8,0.4,-1,0.013445,1095.585112,0.006723,115.556178,0.137578,0.068789,False,dy_40.8_dx_00.4_dy_0-1.png
1.2,0.4,-1,0.011115,1173.144613,0.005558,114.682966,0.092772,0.046386,False,dy_41.2_dx_00.4_dy_0-1.png
1.6,0.4,-1,0.009818,1257.806992,0.004909,126.340145,0.070348,0.035174,False,dy_41.6_dx_00.4_dy_0-1.png
2,0.4,-1,0.009205,1347.840247,0.004603,143.238881,0.0534,0.0267,False,dy_42_dx_00.4_dy_0-1.png
-2,0.6,-1,0.012402,841.465095,0.006201,32.858091,0.329207,0.164603,False,dy_4-2_dx_00.6_dy_0-1.png
-1.6,0.6,-1,0.009018,827.667609,0.004509,21.754823,0.365697,0.182848,False,dy_4-1.6_dx_00.6_dy_0-1.png
-1.2,0.6,-1,0.009796,841.244974,0.004898,22.866339,0.42281,0.211405,False,dy_4-1.2_dx_00.6_dy_0-1.png
-0.8,0.6,-1,0.012072,867.369688,0.006036,33.149239,0.416932,0.208466,False,dy_4-0.8_dx_00.6_dy_0-1.png
-0.4,0.6,-1,0.015654,904.057996,0.007827,51.698424,0.346131,0.173065,False,dy_4-0.4_dx_00.6_dy_0-1.png
0,0.6,-1,0.018429,951.742295,0.009214,67.591177,0.350106,0.175053,False,dy_40_dx_00.6_dy_0-1.png
0.4,0.6,-1,0.017122,1010.62142,0.008561,133.669277,0.310494,0.155247,True,dy_40.4_dx_00.6_dy_0-1.png
0.8,0.6,-1,0.013838,1079.924274,0.006919,115.093079,0.138733,0.069367,False,dy_40.8_dx_00.6_dy_0-1.png
1.2,0.6,-1,0.011381,1158.065091,0.005691,106.074113,0.093458,0.046729,False,dy_41.2_dx_00.6_dy_0-1.png
1.6,0.6,-1,0.010019,1243.183919,0.005009,116.757236,0.070756,0.035378,False,dy_41.6_dx_00.6_dy_0-1.png
2,0.6,-1,0.009374,1333.584776,0.004687,142.945967,0.053571,0.026786,False,dy_42_dx_00.6_dy_0-1.png
-2,0.8,-1,0.009018,804.688175,0.004509,24.992302,0.345307,0.172654,False,dy_4-2_dx_00.8_dy_0-1.png
-1.6,0.8,-1,0.008469,801.974161,0.004235,19.09649,0.370333,0.185166,False,dy_4-1.6_dx_00.8_dy_0-1.png
-1.2,0.8,-1,0.009817,822.167468,0.004909,26.407248,0.333689,0.166844,False,dy_4-1.2_dx_00.8_dy_0-1.png
-0.8,0.8,-1,0.012395,851.207896,0.006197,35.407631,0.395795,0.197897,False,dy_4-0.8_dx_00.8_dy_0-1.png
-0.4,0.8,-1,0.016359,889.468814,0.008179,50.925214,0.36489,0.182445,False,dy_4-0.4_dx_00.8_dy_0-1.png
0,0.8,-1,0.019466,938.126222,0.009733,66.84456,0.373458,0.186729,False,dy_40_dx_00.8_dy_0-1.png
0.4,0.8,-1,0.017998,997.664222,0.008999,133.004826,0.322099,0.16105,True,dy_40.4_dx_00.8_dy_0-1.png
0.8,0.8,-1,0.01438,1067.441902,0.00719,114.785301,0.139933,0.069967,False,dy_40.8_dx_00.8_dy_0-1.png
1.2,0.8,-1,0.011724,1145.940825,0.005862,105.841039,0.093977,0.046988,False,dy_41.2_dx_00.8_dy_0-1.png
1.6,0.8,-1,0.010266,1231.339215,0.005133,116.540265,0.071051,0.035526,False,dy_41.6_dx_00.8_dy_0-1.png
2,0.8,-1,0.009576,1321.964304,0.004788,142.741912,0.053739,0.02687,False,dy_42_dx_00.8_dy_0-1.png
-2,1,-1,0.015551,384.514857,0.007775,15.972102,0.374458,0.187229,False,dy_4-2_dx_01_dy_0-1.png
-1.6,1,-1,0.008946,759.897176,0.004473,17.554185,0.383772,0.191886,False,dy_4-1.6_dx_01_dy_0-1.png
-1.2,1,-1,0.010934,755.972545,0.005467,19.69867,0.453852,0.226926,False,dy_4-1.2_dx_01_dy_0-1.png
-0.8,1,-1,0.014592,758.920567,0.007296,28.941667,0.434918,0.217459,False,dy_4-0.8_dx_01_dy_0-1.png
-0.4,1,-1,0.020808,770.54969,0.010404,37.758971,0.41321,0.206605,False,dy_4-0.4_dx_01_dy_0-1.png
0,1,-1,0.026443,792.354452,0.013221,51.524617,0.419648,0.209824,False,dy_40_dx_01_dy_0-1.png
0.4,1,-1,0.023934,824.928302,0.011967,119.530704,0.311139,0.15557,False,dy_40.4_dx_01_dy_0-1.png
0.8,1,-1,0.017952,867.677793,0.008976,104.170333,0.141467,0.070734,False,dy_40.8_dx_01_dy_0-1.png
1.2,1,-1,0.013984,919.108382,0.006992,97.249922,0.09468,0.04734,False,dy_41.2_dx_01_dy_0-1.png
1.6,1,-1,0.011941,977.411627,0.005971,106.896396,0.071459,0.035729,False,dy_41.6_dx_01_dy_0-1.png
2,1,-1,0.010995,1040.922778,0.005498,132.044209,0.053975,0.026988,False,dy_42_dx_01_dy_0-1.png
-2,-1,-0.5,0.014297,1140.588673,0.007149,53.399326,0.36294,0.18147,False,dy_4-2_dx_0-1_dy_0-0.5.png
-1.6,-1,-0.5,0.017852,1096.238591,0.008926,34.443238,0.433775,0.216887,False,dy_4-1.6_dx_0-1_dy_0-0.5.png
-1.2,-1,-0.5,0.022915,1067.82678,0.011458,38.415765,0.415047,0.207523,False,dy_4-1.2_dx_0-1_dy_0-0.5.png
-0.8,-1,-0.5,0.029943,1056.716187,0.014971,66.059324,0.611275,0.305638,False,dy_4-0.8_dx_0-1_dy_0-0.5.png
-0.4,-1,-0.5,0.036434,1063.394196,0.018217,113.187705,0.523181,0.261591,False,dy_4-0.4_dx_0-1_dy_0-0.5.png
0,-1,-0.5,0.032693,1087.572253,0.016347,114.786469,0.449789,0.224895,False,dy_40_dx_0-1_dy_0-0.5.png
0.4,-1,-0.5,0.022104,1128.115675,0.011052,163.411634,0.272402,0.136201,False,dy_40.4_dx_0-1_dy_0-0.5.png
0.8,-1,-0.5,0.014942,1183.0089,0.007471,126.86,0.133783,0.066892,False,dy_40.8_dx_0-1_dy_0-0.5.png
1.2,-1,-0.5,0.011364,1249.680373,0.005682,126.060029,0.089939,0.04497,False,dy_41.2_dx_0-1_dy_0-0.5.png
1.6,-1,-0.5,0.009652,1325.536194,0.004826,137.998466,0.068221,0.034111,False,dy_41.6_dx_0-1_dy_0-0.5.png
2,-1,-0.5,0.008864,1408.345707,0.004432,151.374749,0.059198,0.029599,False,dy_42_dx_0-1_dy_0-0.5.png
-2,-0.8,-0.5,0.013868,1088.912127,0.006934,44.020305,0.359468,0.179734,False,dy_4-2_dx_0-0.8_dy_0-0.5.png
-1.6,-0.8,-0.5,0.017795,1043.702297,0.008897,32.647229,0.433524,0.216762,False,dy_4-1.6_dx_0-0.8_dy_0-0.5.png
-1.2,-0.8,-0.5,0.022536,1015.586404,0.011268,36.63863,0.413343,0.206672,False,dy_4-1.2_dx_0-0.8_dy_0-0.5.png
-0.8,-0.8,-0.5,0.027754,1005.822343,0.013877,64.477967,0.544683,0.272342,False,dy_4-0.8_dx_0-0.8_dy_0-0.5.png
-0.4,-0.8,-0.5,0.031715,1014.485319,0.015857,90.529956,0.569237,0.284619,False,dy_4-0.4_dx_0-0.8_dy_0-0.5.png
0,-0.8,-0.5,0.028528,1040.854159,0.014264,95.934628,0.426831,0.213416,False,dy_40_dx_0-0.8_dy_0-0.5.png
0.4,-0.8,-0.5,0.020275,1083.51192,0.010138,159.567513,0.268342,0.134171,False,dy_40.4_dx_0-0.8_dy_0-0.5.png
0.8,-0.8,-0.5,0.014223,1140.313647,0.007111,124.940555,0.133679,0.066839,False,dy_40.8_dx_0-0.8_dy_0-0.5.png
1.2,-0.8,-0.5,0.011031,1208.653235,0.005515,124.303361,0.090069,0.045035,False,dy_41.2_dx_0-0.8_dy_0-0.5.png
1.6,-0.8,-0.5,0.009467,1285.947329,0.004734,126.00177,0.068601,0.0343,False,dy_41.6_dx_0-0.8_dy_0-0.5.png
2,-0.8,-0.5,0.008746,1369.992397,0.004373,149.878998,0.059369,0.029684,False,dy_42_dx_0-0.8_dy_0-0.5.png
-2,-0.6,-0.5,0.013254,1040.962992,0.006627,41.178824,0.354359,0.177179,False,dy_4-2_dx_0-0.6_dy_0-0.5.png
-1.6,-0.6,-0.5,0.017707,994.692103,0.008853,30.883203,0.433134,0.216567,False,dy_4-1.6_dx_0-0.6_dy_0-0.5.png
-1.2,-0.6,-0.5,0.022,966.944215,0.011,34.898086,0.4109,0.20545,False,dy_4-1.2_dx_0-0.6_dy_0-0.5.png
-0.8,-0.6,-0.5,0.02529,958.818423,0.012645,61.772394,0.495955,0.247977,False,dy_4-0.8_dx_0-0.6_dy_0-0.5.png
-0.4,-0.6,-0.5,0.027482,969.798246,0.013741,72.642088,0.536853,0.268427,False,dy_4-0.4_dx_0-0.6_dy_0-0.5.png
0,-0.6,-0.5,0.025117,998.607305,0.012559,79.739014,0.412507,0.206254,False,dy_40_dx_0-0.6_dy_0-0.5.png
0.4,-0.6,-0.5,0.018781,1043.522007,0.009391,135.141453,0.289606,0.144803,True,dy_40.4_dx_0-0.6_dy_0-0.5.png
0.8,-0.6,-0.5,0.013654,1102.290985,0.006827,123.165801,0.133885,0.066942,False,dy_40.8_dx_0-0.6_dy_0-0.5.png
